,Total Renewable Energy production (Billion Btu),State
1960  ,6800,Alaska
1961  ,7313,Alaska
1962  ,7453,Alaska
1963  ,7793,Alaska
1964  ,8102,Alaska
1965  ,8519,Alaska
1966  ,8328,Alaska
1967  ,8457,Alaska
1968  ,8486,Alaska
1969  ,8455,Alaska
1970  ,8835,Alaska
1971  ,9094,Alaska
1972  ,8673,Alaska
1973  ,7844,Alaska
1974  ,8329,Alaska
1975  ,8608,Alaska
1976  ,9201,Alaska
1977  ,11449,Alaska
1978  ,10809,Alaska
1979  ,10733,Alaska
1980  ,8321,Alaska
1981  ,9216,Alaska
1982  ,8745,Alaska
1983  ,9591,Alaska
1984  ,11152,Alaska
1985  ,11783,Alaska
1986  ,10706,Alaska
1987  ,12000,Alaska
1988  ,12759,Alaska
1989  ,18342,Alaska
1990  ,18357,Alaska
1991  ,17357,Alaska
1992  ,18300,Alaska
1993  ,20551,Alaska
1994  ,23587,Alaska
1995  ,22506,Alaska
1996  ,21187,Alaska
1997  ,14994,Alaska
1998  ,13291,Alaska
1999  ,10212,Alaska
2000  ,12204,Alaska
2001  ,16974,Alaska
2002  ,17922,Alaska
2003  ,19374,Alaska
2004  ,18416,Alaska
2005  ,15866,Alaska
2006  ,13298,Alaska
2007  ,14037,Alaska
2008  ,12913,Alaska
2009  ,15685,Alaska
2010  ,16965,Alaska
2011  ,16078,Alaska
2012  ,17796,Alaska
2013  ,18629,Alaska
2014  ,19790,Alaska
2015  ,23786,Alaska
2016  ,25174,Alaska
2017  ,23677,Alaska
1960  ,112809,Alabama
1961  ,118021,Alabama
1962  ,125564,Alabama
1963  ,112682,Alabama
1964  ,137992,Alabama
1965  ,121888,Alabama
1966  ,121238,Alabama
1967  ,144384,Alabama
1968  ,129673,Alabama
1969  ,131856,Alabama
1970  ,132471,Alabama
1971  ,158182,Alabama
1972  ,164946,Alabama
1973  ,181706,Alabama
1974  ,166734,Alabama
1975  ,184701,Alabama
1976  ,160994,Alabama
1977  ,174751,Alabama
1978  ,148341,Alabama
1979  ,190737,Alabama
1980  ,238766,Alabama
1981  ,213355,Alabama
1982  ,265453,Alabama
1983  ,281940,Alabama
1984  ,287856,Alabama
1985  ,247353,Alabama
1986  ,213815,Alabama
1987  ,229572,Alabama
1988  ,213088,Alabama
1989  ,302389,Alabama
1990  ,251667,Alabama
1991  ,255590,Alabama
1992  ,255014,Alabama
1993  ,268147,Alabama
1994  ,332532,Alabama
1995  ,320101,Alabama
1996  ,323372,Alabama
1997  ,299675,Alabama
1998  ,317065,Alabama
1999  ,290195,Alabama
2000  ,263303,Alabama
2001  ,251523,Alabama
2002  ,252689,Alabama
2003  ,283428,Alabama
2004  ,290697,Alabama
2005  ,279600,Alabama
2006  ,266153,Alabama
2007  ,228160,Alabama
2008  ,233379,Alabama
2009  ,264487,Alabama
2010  ,242243,Alabama
2011  ,255849,Alabama
2012  ,242062,Alabama
2013  ,310497,Alabama
2014  ,268440,Alabama
2015  ,257022,Alabama
2016  ,228840,Alabama
2017  ,255547,Alabama
1960  ,48104,Arkansas
1961  ,51144,Arkansas
1962  ,47637,Arkansas
1963  ,41897,Arkansas
1964  ,42732,Arkansas
1965  ,46425,Arkansas
1966  ,51697,Arkansas
1967  ,46124,Arkansas
1968  ,64986,Arkansas
1969  ,64813,Arkansas
1970  ,56933,Arkansas
1971  ,53579,Arkansas
1972  ,53917,Arkansas
1973  ,81723,Arkansas
1974  ,81339,Arkansas
1975  ,71589,Arkansas
1976  ,62300,Arkansas
1977  ,69746,Arkansas
1978  ,77088,Arkansas
1979  ,80773,Arkansas
1980  ,69996,Arkansas
1981  ,68190,Arkansas
1982  ,77582,Arkansas
1983  ,95310,Arkansas
1984  ,91421,Arkansas
1985  ,109186,Arkansas
1986  ,91234,Arkansas
1987  ,86688,Arkansas
1988  ,92546,Arkansas
1989  ,119759,Arkansas
1990  ,109997,Arkansas
1991  ,109823,Arkansas
1992  ,112587,Arkansas
1993  ,133646,Arkansas
1994  ,119581,Arkansas
1995  ,117474,Arkansas
1996  ,118017,Arkansas
1997  ,124045,Arkansas
1998  ,114927,Arkansas
1999  ,110822,Arkansas
2000  ,108634,Arkansas
2001  ,94001,Arkansas
2002  ,108618,Arkansas
2003  ,107905,Arkansas
2004  ,112915,Arkansas
2005  ,112451,Arkansas
2006  ,99990,Arkansas
2007  ,120733,Arkansas
2008  ,123354,Arkansas
2009  ,124205,Arkansas
2010  ,125229,Arkansas
2011  ,121171,Arkansas
2012  ,111565,Arkansas
2013  ,116588,Arkansas
2014  ,116381,Arkansas
2015  ,113410,Arkansas
2016  ,110079,Arkansas
2017  ,109448,Arkansas
1960  ,36181,Arizona
1961  ,35083,Arizona
1962  ,34533,Arizona
1963  ,34861,Arizona
1964  ,34271,Arizona
1965  ,50095,Arizona
1966  ,58060,Arizona
1967  ,56423,Arizona
1968  ,63456,Arizona
1969  ,67840,Arizona
1970  ,68919,Arizona
1971  ,74136,Arizona
1972  ,75189,Arizona
1973  ,79348,Arizona
1974  ,82058,Arizona
1975  ,80897,Arizona
1976  ,84428,Arizona
1977  ,75681,Arizona
1978  ,79870,Arizona
1979  ,83414,Arizona
1980  ,120006,Arizona
1981  ,92565,Arizona
1982  ,94926,Arizona
1983  ,175993,Arizona
1984  ,188831,Arizona
1985  ,171680,Arizona
1986  ,175103,Arizona
1987  ,123114,Arizona
1988  ,98749,Arizona
1989  ,101498,Arizona
1990  ,94753,Arizona
1991  ,88774,Arizona
1992  ,87528,Arizona
1993  ,86666,Arizona
1994  ,93513,Arizona
1995  ,103931,Arizona
1996  ,112164,Arizona
1997  ,141607,Arizona
1998  ,126648,Arizona
1999  ,114877,Arizona
2000  ,100776,Arizona
2001  ,90514,Arizona
2002  ,86880,Arizona
2003  ,83080,Arizona
2004  ,81377,Arizona
2005  ,78334,Arizona
2006  ,80773,Arizona
2007  ,83204,Arizona
2008  ,96341,Arizona
2009  ,80680,Arizona
2010  ,85935,Arizona
2011  ,113360,Arizona
2012  ,98806,Arizona
2013  ,98826,Arizona
2014  ,120013,Arizona
2015  ,129241,Arizona
2016  ,139197,Arizona
2017  ,148680,Arizona
1960  ,270161,California
1961  ,248178,California
1962  ,329046,California
1963  ,360333,California
1964  ,331757,California
1965  ,418518,California
1966  ,375877,California
1967  ,473192,California
1968  ,397366,California
1969  ,544918,California
1970  ,521978,California
1971  ,533790,California
1972  ,472312,California
1973  ,553162,California
1974  ,645073,California
1975  ,578578,California
1976  ,422852,California
1977  ,338073,California
1978  ,576601,California
1979  ,559806,California
1980  ,591928,California
1981  ,502232,California
1982  ,698981,California
1983  ,807128,California
1984  ,693614,California
1985  ,593488,California
1986  ,666981,California
1987  ,522673,California
1988  ,512100,California
1989  ,738917,California
1990  ,669326,California
1991  ,653513,California
1992  ,642293,California
1993  ,820783,California
1994  ,633599,California
1995  ,846185,California
1996  ,817736,California
1997  ,760278,California
1998  ,832978,California
1999  ,760009,California
2000  ,736594,California
2001  ,608031,California
2002  ,676209,California
2003  ,719373,California
2004  ,697397,California
2005  ,741140,California
2006  ,821968,California
2007  ,631941,California
2008  ,603931,California
2009  ,646780,California
2010  ,715550,California
2011  ,837314,California
2012  ,703607,California
2013  ,741782,California
2014  ,746468,California
2015  ,734669,California
2016  ,927056,California
2017  ,1115301,California
1960  ,16914,Colorado
1961  ,15464,Colorado
1962  ,17144,Colorado
1963  ,17410,Colorado
1964  ,17865,Colorado
1965  ,16369,Colorado
1966  ,17380,Colorado
1967  ,16908,Colorado
1968  ,17248,Colorado
1969  ,18181,Colorado
1970  ,21329,Colorado
1971  ,25526,Colorado
1972  ,22935,Colorado
1973  ,23623,Colorado
1974  ,24207,Colorado
1975  ,24728,Colorado
1976  ,23636,Colorado
1977  ,23658,Colorado
1978  ,29391,Colorado
1979  ,33170,Colorado
1980  ,28582,Colorado
1981  ,28764,Colorado
1982  ,31887,Colorado
1983  ,35478,Colorado
1984  ,39290,Colorado
1985  ,41761,Colorado
1986  ,43869,Colorado
1987  ,32368,Colorado
1988  ,32338,Colorado
1989  ,30277,Colorado
1990  ,26402,Colorado
1991  ,31891,Colorado
1992  ,27778,Colorado
1993  ,31618,Colorado
1994  ,27344,Colorado
1995  ,33514,Colorado
1996  ,30472,Colorado
1997  ,33304,Colorado
1998  ,26261,Colorado
1999  ,28038,Colorado
2000  ,27076,Colorado
2001  ,23726,Colorado
2002  ,21082,Colorado
2003  ,21882,Colorado
2004  ,22470,Colorado
2005  ,32106,Colorado
2006  ,43961,Colorado
2007  ,52316,Colorado
2008  ,80070,Colorado
2009  ,80116,Colorado
2010  ,82190,Colorado
2011  ,104147,Colorado
2012  ,102686,Colorado
2013  ,116979,Colorado
2014  ,125648,Colorado
2015  ,123964,Colorado
2016  ,147633,Colorado
2017  ,150812,Colorado
1960  ,17406,Connecticut
1961  ,17076,Connecticut
1962  ,15937,Connecticut
1963  ,16253,Connecticut
1964  ,16703,Connecticut
1965  ,15500,Connecticut
1966  ,16243,Connecticut
1967  ,18072,Connecticut
1968  ,18657,Connecticut
1969  ,19701,Connecticut
1970  ,19293,Connecticut
1971  ,20206,Connecticut
1972  ,22712,Connecticut
1973  ,21870,Connecticut
1974  ,22509,Connecticut
1975  ,22237,Connecticut
1976  ,23862,Connecticut
1977  ,24105,Connecticut
1978  ,26391,Connecticut
1979  ,29359,Connecticut
1980  ,43748,Connecticut
1981  ,42867,Connecticut
1982  ,41444,Connecticut
1983  ,48187,Connecticut
1984  ,41070,Connecticut
1985  ,40282,Connecticut
1986  ,35510,Connecticut
1987  ,30809,Connecticut
1988  ,34409,Connecticut
1989  ,36042,Connecticut
1990  ,34712,Connecticut
1991  ,34896,Connecticut
1992  ,38926,Connecticut
1993  ,39111,Connecticut
1994  ,40443,Connecticut
1995  ,46144,Connecticut
1996  ,56055,Connecticut
1997  ,50710,Connecticut
1998  ,49188,Connecticut
1999  ,49290,Connecticut
2000  ,50578,Connecticut
